debs_symbol,yahoo_ticker,exchange,resolved_via,shortName,longName,sector,industry,country,city,currency,quoteType,marketCap,fullTimeEmployees,website,isin_yf
555063.ETR,DRW3.DE,ETR,isin,DRAEGERWERK VZO O.N.,Drägerwerk AG & Co. KGaA,Healthcare,Medical Devices,Germany,Lübeck,EUR,EQUITY,1806588032.0,16033.0,https://www.draeger.com,DE0005550636
555200.ETR,DHL.DE,ETR,isin,DEUTSCHE POST AG              N,Deutsche Post AG,Industrials,Integrated Freight & Logistics,Germany,Bonn,EUR,EQUITY,64490795008.0,579479.0,https://group.dhl.com,DE0005552004
555750.ETR,DTE.DE,ETR,isin,DEUTSCHE TELEKOM AG           N,Deutsche Telekom AG,Communication Services,Telecom Services,Germany,Bonn,EUR,EQUITY,133094006784.0,196586.0,https://www.telekom.com,DE0005557508
555869.ETR,PGN.DE,ETR,isin,paragon GmbH & Co. KGaA       I,paragon GmbH & Co. KGaA,Consumer Cyclical,Auto Parts,Germany,Delbrück,EUR,EQUITY,7490970.0,680.0,https://www.paragon.ag,DE0005558696
556520.ETR,DUE.DE,ETR,isin,DUERR AG                      I,Dürr Aktiengesellschaft,Industrials,Specialty Industrial Machinery,Germany,Bietigheim-Bissingen,EUR,EQUITY,1238717184.0,17731.0,https://www.durr-group.com,DE0005565204
557080.ETR,UBK.DE,ETR,isin,UMWELTBANK AG                 I,UmweltBank AG,Financial Services,Banks - Regional,Germany,Nuremberg,EUR,EQUITY,158541984.0,435.0,https://www.umweltbank.de,DE0005570808
558000.ETR,DIE.F,ETR,isin,DIERIG HOLDING AG             I,Dierig Holding AG,Consumer Cyclical,Textile Manufacturing,Germany,Augsburg,EUR,EQUITY,32824800.0,137.0,https://dierig.de,DE0005580005
564950.ETR,EDL.DE,ETR,isin,Edel SE & Co. KGaA            I,Edel SE & Co. KGaA,Communication Services,Entertainment,Germany,Hamburg,EUR,EQUITY,102969048.0,1021.0,https://www.edel.com,DE0005649503
565970.ETR,EUZ.DE,ETR,isin,Eckert & Ziegler SE           I,Eckert & Ziegler SE,Healthcare,Medical Devices,Germany,Berlin,EUR,EQUITY,841028480.0,1100.0,https://www.ezag.com,DE0005659700
566480.ETR,EVT.DE,ETR,isin,Evotec SE                     I,Evotec SE,Healthcare,Drug Manufacturers - Specialty & Generic,Germany,Hamburg,EUR,EQUITY,612699392.0,4526.0,https://www.evotec.com,DE0005664809
567710.ETR,ELG.DE,ETR,isin,Elmos Semiconductor SE        I,Elmos Semiconductor SE,Technology,Semiconductors,Germany,Leverkusen,EUR,EQUITY,2535510528.0,1204.0,https://www.elmos.com,DE0005677108
575302.ETR,COP,ETR,isin,ConocoPhillips,ConocoPhillips,Energy,Oil & Gas E&P,United States,Houston,USD,EQUITY,140810420224.0,9700.0,https://www.conocophillips.com,US20825C1045
575440.ETR,LSX.DE,ETR,isin,LS TELCOM AG                  I,LS telcom AG,Communication Services,Telecom Services,Germany,Lichtenau,EUR,EQUITY,22940280.0,273.0,https://www.lstelcom.com,DE0005754402
575980.ETR,IXX.DE,ETR,isin,init innov.in traffic syst.SE I,init innovation in traffic systems SE,Technology,Information Technology Services,Germany,Karlsruhe,EUR,EQUITY,535627712.0,1520.0,https://www.initse.com,DE0005759807
576002.ETR,DE0005760029.SG,ETR,isin,ABO Energy GmbH & Co. KGaA,,,,,,EUR,EQUITY,,,,DE0005760029
576550.ETR,XTP.F,ETR,isin,SINO AG                       I,Sino AG,Financial Services,Capital Markets,Germany,Düsseldorf,EUR,EQUITY,246606256.0,25.0,https://www.sino.de,DE0005765507
577220.ETR,FIE.DE,ETR,isin,Fielmann Group AG             I,Fielmann Group AG,Healthcare,Medical Instruments & Supplies,Germany,Hamburg,EUR,EQUITY,3433901568.0,18213.0,https://www.fielmann-group.com,DE0005772206
577330.ETR,FRA.DE,ETR,isin,Fraport AG Ffm.Airport.Ser.AG I,Fraport AG,Industrials,Airports & Air Services,Germany,Frankfurt am Main,EUR,EQUITY,6264754688.0,19603.0,https://www.fraport.com,DE0005773303
577410.ETR,FEV.F,ETR,isin,FORTEC Elektronik AG          I,FORTEC Elektronik AG,Technology,Electronics & Computer Distribution,Germany,Germering,EUR,EQUITY,36079840.0,241.0,https://www.fortecag.de,DE0005774103
577580.ETR,FRS.DE,ETR,isin,FORIS AG                      I,FORIS AG,Financial Services,Credit Services,Germany,Bonn,EUR,EQUITY,14802857.0,34.0,https://www.foris.com,DE0005775803
578560.ETR,FRE.DE,ETR,isin,Fresenius SE & Co. KGaA       I,Fresenius SE & Co. KGaA,Healthcare,Medical Care Facilities,Germany,Bad Homburg vor der Höhe,EUR,EQUITY,24827498496.0,177783.0,https://www.fresenius.com,DE0005785604
578580.ETR,FME.DE,ETR,isin,Fresenius Medical Care AG     I,Fresenius Medical Care AG,Healthcare,Medical Care Facilities,Germany,Bad Homburg,EUR,EQUITY,11553650688.0,108165.0,https://www.freseniusmedicalcare.com,DE0005785802
580060.ETR,GFT.DE,ETR,isin,GFT Technologies SE           I,GFT Technologies SE,Technology,Information Technology Services,Germany,Stuttgart,EUR,EQUITY,570095168.0,11645.0,https://www.gft.com,DE0005800601
581005.ETR,DB1.DE,ETR,isin,DEUTSCHE BOERSE AG            N,Deutsche Börse AG,Financial Services,Financial Data & Stock Exchanges,Germany,Eschborn,EUR,EQUITY,47595941888.0,17120.0,https://deutsche-boerse.com/dbg-de/,DE0005810055
585434.ETR,E4C.DE,ETR,isin,ecotel communication ag       I,ecotel communication ag,Communication Services,Telecom Services,Germany,Düsseldorf,EUR,EQUITY,25155158.0,202.0,https://www.ecotel.de,DE0005854343
585518.ETR,MSAG.DE,ETR,isin,MS Industrie AG               I,MS Industrie AG,Consumer Cyclical,Auto Parts,Germany,Munich,EUR,EQUITY,34781384.0,389.0,https://www.ms-industrie.de,DE0005855183
587484.ETR,IS7.DE,ETR,isin,InTiCa Systems SE             I,InTiCa Systems SE,Consumer Cyclical,Auto Parts,Germany,Passau,EUR,EQUITY,6756113.0,513.0,https://www.intica-systems.com,DE0005874846
587800.ETR,GIL.F,ETR,isin,DMG MORI AG                   I,DMG MORI AKTIENGESELLSCHAFT,Industrials,Tools & Accessories,Germany,Bielefeld,EUR,EQUITY,3680800256.0,7428.0,https://www.dmgmori.com,DE0005878003
588811.ETR,TKA.VI,ETR,isin,Telekom Austria AG,Telekom Austria AG,Communication Services,Telecom Services,Austria,Vienna,EUR,EQUITY,6840074240.0,16616.0,https://a1.group,AT0000720008
589540.ETR,GMM.F,ETR,isin,GRAMMER AG                    I,Grammer AG,Consumer Cyclical,Auto Parts,Germany,Ursensollen,EUR,EQUITY,156532656.0,11400.0,https://www.grammer.com,DE0005895403
590375.ETR,ALGN,ETR,isin,"Align Technology, Inc.","Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,United States,Tempe,USD,EQUITY,12035426304.0,20275.0,https://www.aligntech.com,US0162551016
590900.ETR,GBF.DE,ETR,isin,Bilfinger SE                  I,Bilfinger SE,Industrials,Engineering & Construction,Germany,Mannheim,EUR,EQUITY,3069691136.0,30570.0,https://www.bilfinger.com,DE0005909006
591068.ETR,VIV.PA,ETR,isin,VIVENDI SE,Vivendi SE,Communication Services,Electronic Gaming & Multimedia,France,Paris,EUR,EQUITY,1947516288.0,2500.0,https://www.vivendi.com,FR0000127771
593273.ETR,YOC.DE,ETR,isin,YOC AG                        I,YOC AG,Communication Services,Advertising Agencies,Germany,Berlin,EUR,EQUITY,19676870.0,134.0,https://yoc.com,DE0005932735
593612.ETR,OHB.DE,ETR,isin,OHB SE                        I,OHB SE,Industrials,Aerospace & Defense,Germany,Bremen,EUR,EQUITY,4692049408.0,3974.0,https://www.ohb.de,DE0005936124
603111.ETR,GPN,ETR,isin,Global Payments Inc.,Global Payments Inc.,Industrials,Specialty Business Services,United States,Atlanta,USD,EQUITY,22994067456.0,26000.0,https://www.globalpayments.com,US37940X1028
604270.ETR,HAW.DE,ETR,isin,Hawesko Holding SE            I,Hawesko Holding SE,Consumer Defensive,Beverages - Wineries & Distilleries,Germany,Hamburg,EUR,EQUITY,159904560.0,1156.0,https://www.hawesko-holding.com,DE0006042708
604400.ETR,MAK.F,ETR,isin,MATERNUS-KLINIKEN AG          I,Maternus-Kliniken Aktiengesellschaft,Healthcare,Medical Care Facilities,Germany,Berlin,EUR,EQUITY,21270008.0,1860.0,https://www.maternus.de,DE0006044001
604700.ETR,HEI.DE,ETR,isin,Heidelberg Materials AG       I,Heidelberg Materials AG,Basic Materials,Building Materials,Germany,Heidelberg,EUR,EQUITY,29937971200.0,47552.0,https://www.heidelbergmaterials.de,DE0006047004
604840.ETR,HEN.DE,ETR,isin,Henkel AG & Co. KGaA          I,Henkel AG & Co. KGaA,Consumer Defensive,Household & Personal Products,Germany,Düsseldorf,EUR,EQUITY,29109141504.0,42200.0,https://www.henkel.com,DE0006048408
604843.ETR,HEN3.DE,ETR,isin,Henkel AG & Co. KGaA          I,Henkel AG & Co. KGaA,Consumer Defensive,Household & Personal Products,Germany,Düsseldorf,EUR,EQUITY,30882410496.0,42200.0,https://www.henkel.com,DE0006048432
606110.ETR,HMU.F,ETR,isin,HMS Bergbau AG                I,HMS Bergbau AG,Energy,Thermal Coal,Germany,Berlin,EUR,EQUITY,183532320.0,56.0,https://www.hms-ag.com,DE0006061104
606214.ETR,1COV.F,ETR,isin,Covestro AG                   I,Covestro AG,Basic Materials,Specialty Chemicals,Germany,Leverkusen,EUR,EQUITY,12458420224.0,17806.0,https://www.covestro.com,DE0006062144
607000.ETR,HOT.DE,ETR,isin,HOCHTIEF AG                   I,HOCHTIEF Aktiengesellschaft,Industrials,Engineering & Construction,Germany,Essen,EUR,EQUITY,33136404480.0,63483.0,https://www.hochtief.com,DE0006070006
608340.ETR,HBH.DE,ETR,isin,Hornbach Holding AG&Co.KGaA   I,HORNBACH Holding AG & Co. KGaA,Consumer Cyclical,Home Improvement Retail,Germany,Bornheim,EUR,EQUITY,1323115776.0,25936.0,https://www.hornbach-holding.de,DE0006083405
608440.ETR,HBM.HM,ETR,isin,HORNBACH Baumarkt AG          I,HORNBACH Baumarkt AG,Consumer Cyclical,Home Improvement Retail,Germany,Bornheim,EUR,EQUITY,2003828992.0,24145.0,https://www.hornbach.com,DE0006084403
620010.ETR,INH.F,ETR,isin,INDUS HOLDING AG              I,INDUS Holding AG,Industrials,Conglomerates,Germany,Bergisch Gladbach,EUR,EQUITY,726264640.0,8859.0,https://indus.eu,DE0006200108
620110.ETR,CEA.DE,ETR,isin,FRIWO AG                      I,FRIWO AG,Industrials,Electrical Equipment & Parts,Germany,Ostbevern,EUR,EQUITY,37639784.0,828.0,https://www.friwo.com,DE0006201106
620200.ETR,SZG.F,ETR,isin,SALZGITTER AG                 I,Salzgitter AG,Basic Materials,Steel,Germany,Salzgitter,EUR,EQUITY,2912601088.0,23331.0,https://www.salzgitter-ag.com/de,DE0006202005
620840.ETR,IUR.DE,ETR,isin,KAP AG                        I,KAP AG,Industrials,Conglomerates,Germany,Fulda,EUR,EQUITY,14416125.0,1552.0,https://www.kap.de,DE0006208408
621468.ETR,MLL.DE,ETR,isin,MUELLER-LILA LOG. INH ON,Müller - Die lila Logistik SE,Industrials,Integrated Freight & Logistics,Germany,Besigheim,EUR,EQUITY,36119104.0,2037.0,https://www.lila-logistik.com/de,DE0006214687
621993.ETR,JUN3.F,ETR,isin,JUNGHEINRICH AG               I,Jungheinrich Aktiengesellschaft,Industrials,Specialty Industrial Machinery,Germany,Hamburg,EUR,EQUITY,2525520128.0,20856.0,https://www.jungheinrich.com,DE0006219934
622340.ETR,PCZ.DE,ETR,isin,ProCredit Holding AG          N,ProCredit Holding AG,Financial Services,Banks - Diversified,Germany,Frankfurt am Main,EUR,EQUITY,486501568.0,4558.0,https://www.procredit-holding.com,DE0006223407
622360.ETR,ITN.DE,ETR,isin,INTERTAINMENT AG              I,Intertainment AG,Communication Services,Entertainment,Germany,Feldafing,EUR,EQUITY,5133508.0,,https://www.intertainment.de,DE0006223605
623100.ETR,IFX.DE,ETR,isin,INFINEON TECHNOLOGIES AG      N,Infineon Technologies AG,Technology,Semiconductors,Germany,Neubiberg,EUR,EQUITY,76384583680.0,56500.0,https://www.infineon.com,DE0006231004
628656.ETR,O4B.DE,ETR,isin,OVB Holding AG                I,OVB Holding AG,Financial Services,Capital Markets,Germany,Cologne,EUR,EQUITY,266499584.0,906.0,https://www.ovb.eu,DE0006286560
629200.ETR,KSB.DE,ETR,isin,KSB SE & Co. KGaA             I,KSB SE & Co. KGaA,Industrials,Specialty Industrial Machinery,Germany,Frankenthal,EUR,EQUITY,1670765952.0,16838.0,https://www.ksb.com,DE0006292006
629203.ETR,KSB3.DE,ETR,isin,KSB SE & Co. KGaA             I,KSB SE & Co. KGaA,Industrials,Specialty Industrial Machinery,Germany,Frankenthal,EUR,EQUITY,1441342080.0,16838.0,https://www.ksb.com,DE0006292030
630500.ETR,DEZ.DE,ETR,isin,DEUTZ AG                      I,DEUTZ Aktiengesellschaft,Industrials,Specialty Industrial Machinery,Germany,Cologne,EUR,EQUITY,1538592128.0,6014.0,https://www.deutz.com,DE0006305006
632305.ETR,ANDR.VI,ETR,isin,Andritz AG,Andritz AG,Industrials,Specialty Industrial Machinery,Austria,Graz,EUR,EQUITY,7330310144.0,30487.0,https://www.andritz.com,AT0000730007
633500.ETR,KRN.DE,ETR,isin,KRONES AG                     I,Krones AG,Industrials,Specialty Industrial Machinery,Germany,Neutraubling,EUR,EQUITY,3576335616.0,21299.0,https://www.krones.com,DE0006335003
633835.ETR,SJM,ETR,isin,The J.M. Smucker Company,The J. M. Smucker Company,Consumer Defensive,Packaged Foods,United States,Orrville,USD,EQUITY,12937907200.0,,https://www.jmsmucker.com,US8326964058
645000.ETR,LPK.DE,ETR,isin,LPKF Laser & Electronics SE   I,LPKF Laser & Electronics SE,Industrials,Specialty Industrial Machinery,Germany,Garbsen,EUR,EQUITY,336827520.0,727.0,https://www.lpkf.com,DE0006450000
645290.ETR,NEM.DE,ETR,isin,Nemetschek SE                 I,Nemetschek SE,Technology,Software - Application,Germany,Munich,EUR,EQUITY,7184197120.0,4089.0,https://www.nemetschek.com,DE0006452907
646450.ETR,LEI.F,ETR,isin,LEIFHEIT AG                   I,Leifheit Aktiengesellschaft,Consumer Defensive,Household & Personal Products,Germany,Nassau,EUR,EQUITY,119651240.0,873.0,https://www.leifheit-group.com,DE0006464506
656940.ETR,ALG.DE,ETR,isin,ALBIS LEASING AG              I,ALBIS Leasing AG,Financial Services,Credit Services,Germany,Hamburg,EUR,EQUITY,66553652.0,93.0,https://www.albis-leasing.de,DE0006569403
656990.ETR,MLP.F,ETR,isin,MLP SE                        I,MLP SE,Financial Services,Asset Management,Germany,Wiesloch,EUR,EQUITY,810655104.0,2539.0,https://mlp-se.com,DE0006569908
657710.ETR,NN6.F,ETR,isin,NanoRepro AG                  I,NanoRepro AG,Healthcare,Diagnostics & Research,Germany,Marburg,EUR,EQUITY,26361746.0,20.0,https://www.nanorepro.com,DE0006577109
657800.ETR,KWG.DE,ETR,isin,KHD Humboldt Wedag Intl AG    I,KHD Humboldt Wedag International AG,Industrials,Industrial Distribution,Germany,Cologne,EUR,EQUITY,92945680.0,1016.0,https://www.khd.com,DE0006578008
658080.ETR,MUM.DE,ETR,isin,Mensch u. Maschine Software SEI,Mensch und Maschine Software SE,Technology,Software - Application,Germany,Starnberg,EUR,EQUITY,607604416.0,1192.0,https://www.mum.de,DE0006580806
659510.ETR,MED.DE,ETR,isin,MEDICLIN AG                   I,MEDICLIN Aktiengesellschaft,Healthcare,Medical Care Facilities,Germany,Offenburg,EUR,EQUITY,191900000.0,7416.0,https://www.mediclin.de,DE0006595101
659990.ETR,MRK.DE,ETR,isin,MERCK KGAA                    I,Merck KGaA,Healthcare,Drug Manufacturers - Specialty & Generic,Germany,Darmstadt,EUR,EQUITY,61608026112.0,59077.0,https://www.emdgroup.com,DE0006599905
660200.ETR,G1A.F,ETR,isin,GEA Group AG                  I,GEA Group Aktiengesellschaft,Industrials,Specialty Industrial Machinery,Germany,Düsseldorf,EUR,EQUITY,10289064960.0,19670.0,https://www.gea.com,DE0006602006
661830.ETR,CHG.DE,ETR,isin,CHAPTERS Group AG             I,CHAPTERS Group AG,Technology,Information Technology Services,Germany,Hamburg,EUR,EQUITY,947725568.0,1300.0,https://www.chaptersgroup.com,DE0006618309
662541.ETR,DKS,ETR,isin,Dick's Sporting Goods Inc,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,United States,Coraopolis,USD,EQUITY,18401722368.0,31600.0,https://www.dickssportinggoods.com,US2533931026
662720.ETR,MUB.DE,ETR,isin,MUEHLBAUER HOLD.AG O.N.,Mühlbauer Holding AG,Technology,Computer Hardware,Germany,Roding,EUR,EQUITY,567673664.0,3969.0,https://www.muehlbauer.de,DE0006627201
663244.ETR,WYNN,ETR,isin,"Wynn Resorts, Limited","Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,United States,Las Vegas,USD,EQUITY,10347536384.0,28500.0,https://www.wynnresorts.com,US9831341071
663668.ETR,VQT.HM,ETR,isin,Envirotainer AG               N,Envirotainer AG,Industrials,Specialty Industrial Machinery,Germany,Würzburg,EUR,EQUITY,383316288.0,99.0,https://www.va-q-tec.com,DE0006636681
676650.ETR,NDA.DE,ETR,isin,Aurubis AG                    I,Aurubis AG,Industrials,Metal Fabrication,Germany,Hamburg,EUR,EQUITY,7614134784.0,7239.0,https://www.aurubis.com,DE0006766504
691660.ETR,PFV.F,ETR,isin,PFEIFFER VACUUM TECHNOLOGY AG I,Pfeiffer Vacuum Technology AG,Industrials,Specialty Industrial Machinery,Germany,Aßlar,EUR,EQUITY,1616322560.0,3809.0,https://group.pfeiffer-vacuum.com,DE0006916604
694280.ETR,PZS.DE,ETR,isin,Scherzer & Co. AG             I,Scherzer & Co. AG,Financial Services,Asset Management,Germany,Cologne,EUR,EQUITY,72173824.0,3.0,https://www.scherzer-ag.de,DE0006942808
696800.ETR,PWO.F,ETR,isin,PWO AG                        I,PWO AG,Consumer Cyclical,Auto Parts,Germany,Oberkirch,EUR,EQUITY,69375000.0,3286.0,https://www.pwo-group.com,DE0006968001
696960.ETR,PUM.DE,ETR,isin,PUMA SE                       I,PUMA SE,Consumer Cyclical,Footwear & Accessories,Germany,Herzogenaurach,EUR,EQUITY,4235200512.0,20000.0,https://www.about.puma.com,DE0006969603
697250.ETR,PBY.SG,ETR,isin,publity AG,Publity AG,,,Germany,Frankfurt am Main,EUR,EQUITY,13844.0,17.0,https://www.publity.org/de,DE0006972508
700890.ETR,RTC.DE,ETR,isin,REALTECH AG                   I,RealTech AG,Technology,Information Technology Services,Germany,Leimen,EUR,EQUITY,6031930.0,69.0,https://www.realtech.com,DE0007008906
701080.ETR,RAA.DE,ETR,isin,RATIONAL AG                   I,RATIONAL Aktiengesellschaft,Industrials,Specialty Industrial Machinery,Germany,Landsberg am Lech,EUR,EQUITY,7543994880.0,2887.0,https://www.rational-online.com,DE0007010803
703000.ETR,RHM.DE,ETR,isin,RHEINMETALL AG                I,Rheinmetall AG,Industrials,Aerospace & Defense,Germany,Düsseldorf,EUR,EQUITY,50954203136.0,28815.0,https://www.rheinmetall.com,DE0007030009
703712.ETR,RWE.DE,ETR,isin,RWE AG                        I,RWE Aktiengesellschaft,Utilities,Utilities - Diversified,Germany,Essen,EUR,EQUITY,42418520064.0,19969.0,https://www.rwe.com,DE0007037129
704230.ETR,RHK.DE,ETR,isin,RHOEN-KLINIKUM AG             I,RHÖN-KLINIKUM Aktiengesellschaft,Healthcare,Medical Care Facilities,Germany,Bad Neustadt an der Saale,EUR,EQUITY,863506240.0,19184.0,https://www.rhoen-klinikum-ag.com,DE0007042301
707400.ETR,KWS.DE,ETR,isin,KWS SAAT SE & Co. KGaA        I,KWS SAAT SE & Co. KGaA,Basic Materials,Agricultural Inputs,Germany,Einbeck,EUR,EQUITY,2385900032.0,4957.0,https://www.kws.com,DE0007074007
710000.ETR,MBG.DE,ETR,isin,Mercedes-Benz Group AG        N,Mercedes-Benz Group AG,Consumer Cyclical,Auto Manufacturers,Germany,Stuttgart,EUR,EQUITY,44817412096.0,152528.0,https://group.mercedes-benz.com,DE0007100000
716460.ETR,SAP.DE,ETR,isin,SAP SE                        I,SAP SE,Technology,Software - Application,Germany,Walldorf,EUR,EQUITY,179500531712.0,112019.0,https://www.sap.com,DE0007164600
716560.ETR,SRT.F,ETR,isin,SARTORIUS AG                  I,Sartorius Aktiengesellschaft,Healthcare,Medical Instruments & Supplies,Germany,Göttingen,EUR,EQUITY,11614595072.0,14279.0,https://www.sartorius.com,DE0007165607
716563.ETR,SRT3.DE,ETR,isin,SARTORIUS AG                  V,Sartorius Aktiengesellschaft,Healthcare,Medical Instruments & Supplies,Germany,Göttingen,EUR,EQUITY,14611464192.0,14279.0,https://www.sartorius.com,DE0007165631
719350.ETR,SKB.F,ETR,isin,Koenig & Bauer AG             I,Koenig & Bauer AG,Industrials,Specialty Industrial Machinery,Germany,Würzburg,EUR,EQUITY,140460656.0,5434.0,https://www.koenig-bauer.com,DE0007193500
720190.ETR,SIS.DE,ETR,isin,First Sensor AG               I,First Sensor AG,Technology,Semiconductor Equipment & Materials,Germany,Berlin,EUR,EQUITY,542771072.0,538.0,https://www.first-sensor.com,DE0007201907
720370.ETR,SHF.DE,ETR,isin,SNP Schnei.Neureith.&Partn.SE I,SNP Schneider-Neureither & Partner SE,Technology,Information Technology Services,Germany,Heidelberg,EUR,EQUITY,584603456.0,1668.0,https://www.snpgroup.com,DE0007203705
722900.ETR,SWA.DE,ETR,isin,Schloss Wachenheim AG         I,Schloss Wachenheim AG,Consumer Defensive,Beverages - Wineries & Distilleries,Germany,Trier,EUR,EQUITY,110088000.0,1778.0,https://www.schloss-wachenheim.com,DE0007229007
723132.ETR,SIX2.F,ETR,isin,Sixt SE                       I,Sixt SE,Industrials,Rental & Leasing Services,Germany,Pullach,EUR,EQUITY,3370533376.0,8178.0,https://www.sixt.com,DE0007231326
723133.ETR,SIX3.DE,ETR,isin,Sixt SE                       I,Sixt SE,Industrials,Rental & Leasing Services,Germany,Pullach,EUR,EQUITY,2840073216.0,8178.0,https://www.sixt.com,DE0007231334
723530.ETR,SGL.DE,ETR,isin,SGL CARBON SE                 I,SGL Carbon SE,Basic Materials,Chemicals,Germany,Wiesbaden,EUR,EQUITY,457293440.0,3577.0,https://www.sglcarbon.com,DE0007235301
723610.ETR,SIE.DE,ETR,isin,SIEMENS AG                    N,Siemens Aktiengesellschaft,Industrials,Specialty Industrial Machinery,Germany,Munich,EUR,EQUITY,205711900672.0,303061.0,https://www.siemens.com,DE0007236101
725750.ETR,CEC.F,ETR,isin,CECONOMY AG                   I,Ceconomy AG,Consumer Cyclical,Specialty Retail,Germany,Düsseldorf,EUR,EQUITY,1923901568.0,30630.0,https://www.ceconomy.de,DE0007257503
727413.ETR,STO3.F,ETR,isin,Sto SE & Co. KGaA             I,Sto SE & Co. KGaA,Industrials,Building Products & Equipment,Germany,Stühlingen,EUR,EQUITY,615580544.0,5147.0,https://www.sto.de,DE0007274136
